# Step Temperature PotentialEnergy KineticEnergy TotalEnergy
0 2.19727e+07 271.745 3.2959e+09 3.2959e+09
0 nan 1.29978e+07 nan nan
0 nan 1.03065e+06 nan nan
0 nan 18796.2 nan nan
0 nan 1.26606e+07 nan nan
0 nan 40278.4 nan nan
0 nan 1.12844e+06 nan nan
0 nan 9.10227e+06 nan nan
0 nan 97741.2 nan nan
0 nan 32519.7 nan nan
